"Year Level","Qualification","Region","Academic Year","Typical Level Flag","Cumulative Year Attainment Rate - Excellence Endorsement","Current Year Attainment Rate - Excellence Endorsement","Cumulative Year Attainment Rate - Merit Endorsement","Current Year Attainment Rate - Merit Endorsement","Cumulative Year Attainment Rate - No Endorsement","Current Year Attainment Rate - No Endorsement","Cumulative Year Attainment - Excellence Endorsement","Current Year Attainment - Excellence Endorsement","Cumulative Year Attainment - Merit Endorsement","Current Year Attainment - Merit Endorsement","Cumulative Year Attainment - No Endorsement","Current Year Attainment - No Endorsement","Cumulative Year Attainment","Current Year Attainment","Total Student Count","Cohort Warning"
"12","University Entrance","Northland","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1987",""
"12","University Entrance","Northland","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1786",""
"12","University Entrance","Northland","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","1838",""
"12","University Entrance","Northland","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","1865",""
"12","University Entrance","Northland","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1805",""
"12","University Entrance","Northland","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1888",""
"12","University Entrance","Northland","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","2035",""
"12","University Entrance","Northland","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1948",""
"12","University Entrance","Otago","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","2208",""
"12","University Entrance","Otago","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","2357",""
"12","University Entrance","Otago","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","2434",""
"12","University Entrance","Otago","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","2299",""
"12","University Entrance","Otago","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","2290",""
"12","University Entrance","Otago","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","12","11","2291",""
"12","University Entrance","Otago","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","2331",""
"12","University Entrance","Otago","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","10","9","2258",""
"12","University Entrance","Otago","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","17","17","2456",""
"12","University Entrance","Otago","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","2524",""
"12","University Entrance","Other","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1684",""
"12","University Entrance","Other","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1612",""
"12","University Entrance","Other","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","1566",""
"12","University Entrance","Other","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","12","10","1441",""
"12","University Entrance","Other","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1617",""
"12","University Entrance","Other","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","1813",""
"12","University Entrance","Other","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","1901",""
"12","University Entrance","Other","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","8","7","2482",""
"12","University Entrance","Other","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","11","8","2610",""
"12","University Entrance","Other","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","2880",""
"12","University Entrance","Southland","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","1118",""
"12","University Entrance","Southland","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1107",""
"12","University Entrance","Southland","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","1114",""
"12","University Entrance","Southland","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1112",""
"12","University Entrance","Southland","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1050",""
"12","University Entrance","Southland","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1084",""
"12","University Entrance","Southland","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1129",""
"12","University Entrance","Southland","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1098",""
"12","University Entrance","Southland","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1118",""
"12","University Entrance","Southland","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1200",""
"12","University Entrance","Taranaki","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","16","16","1463",""
"12","University Entrance","Taranaki","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","23","23","1408",""
"12","University Entrance","Taranaki","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","1364",""
"12","University Entrance","Taranaki","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","1349",""
"12","University Entrance","Taranaki","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","15","15","1327",""
"12","University Entrance","Taranaki","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","1321",""
"12","University Entrance","Taranaki","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","13","12","1335",""
"12","University Entrance","Taranaki","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","1378",""
"12","University Entrance","Taranaki","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12","1416",""
"12","University Entrance","Taranaki","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","1473",""
"12","University Entrance","Tasman","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","461",""
"12","University Entrance","Tasman","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","520",""
"12","University Entrance","Tasman","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","497",""
"12","University Entrance","Tasman","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","513",""
"12","University Entrance","Tasman","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","501",""
"12","University Entrance","Tasman","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","534",""
"12","University Entrance","Tasman","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","525",""
"12","University Entrance","Tasman","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","497",""
"12","University Entrance","Tasman","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","529",""
"12","University Entrance","Tasman","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","508",""
"12","University Entrance","Waikato","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","16","14","5209",""
"12","University Entrance","Waikato","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","26","25","5317",""
"12","University Entrance","Waikato","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","25","25","5478",""
"12","University Entrance","Waikato","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","18","18","5280",""
"12","University Entrance","Waikato","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","16","15","5330",""
"12","University Entrance","Waikato","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","5381",""
"12","University Entrance","Waikato","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","19","19","5543",""
"12","University Entrance","Waikato","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","27","26","5568",""
"12","University Entrance","Waikato","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","22","21","5617",""
"12","University Entrance","Waikato","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","16","16","6064",""
"12","University Entrance","Wellington","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","30","30","5644",""
"12","University Entrance","Wellington","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","53","53","5886",""
"12","University Entrance","Wellington","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","23","23","5959",""
"12","University Entrance","Wellington","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","26","24","5811",""
"12","University Entrance","Wellington","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","32","32","5818",""
"12","University Entrance","Wellington","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","38","37","5963",""
"12","University Entrance","Wellington","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","46","46","5915",""
"12","University Entrance","Wellington","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","43","41","5837",""
"12","University Entrance","Wellington","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","46","46","6137",""
"12","University Entrance","Wellington","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","27","27","6315",""
"12","University Entrance","West Coast","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","292",""
"12","University Entrance","West Coast","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","267",""
"12","University Entrance","West Coast","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","326",""
"12","University Entrance","West Coast","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","282",""
"12","University Entrance","West Coast","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","262",""
"12","University Entrance","West Coast","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","270",""
"12","University Entrance","West Coast","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","267",""
"12","University Entrance","West Coast","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","299",""
"12","University Entrance","West Coast","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","271",""
"12","University Entrance","West Coast","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","308",""
"13","NCEA Level 1","Auckland","2015","0","0.182","0.046","0.33","0.155","0.488","0.799","2630","20","4781","67","7070","346","14481","433","16405",""
"13","NCEA Level 1","Auckland","2016","0","0.2","0.027","0.334","0.219","0.466","0.754","2889","11","4829","91","6722","313","14440","415","16274",""
"13","NCEA Level 1","Auckland","2017","0","0.208","0.003","0.336","0.056","0.455","0.941","3109","1","5016","21","6795","354","14920","376","16739",""
"13","NCEA Level 1","Auckland","2018","0","0.215","0.048","0.325","0.192","0.459","0.76","3198","19","4836","76","6830","301","14864","396","16611",""
"13","NCEA Level 1","Auckland","2019","0","0.222","0.05","0.349","0.205","0.43","0.745","3164","20","4984","83","6136","301","14284","404","15937",""
"13","NCEA Level 1","Auckland","2020","0","0.231","0.013","0.382","0.087","0.387","0.9","3426","6","5667","40","5734","416","14827","462","16320",""
"13","NCEA Level 1","Auckland","2021","0","0.208","0.009","0.325","0.056","0.468","0.934","3130","3","4897","18","7052","298","15079","319","16640",""
"13","NCEA Level 1","Auckland","2022","0","0.219","0.006","0.289","0.076","0.491","0.917","3227","2","4254","24","7221","288","14702","314","16342",""
"13","NCEA Level 1","Auckland","2023","0","0.249","0.049","0.287","0.164","0.464","0.787","3676","28","4223","93","6836","447","14735","568","16489",""
"13","NCEA Level 1","Auckland","2024","0","0.216","0.044","0.305","0.224","0.479","0.732","3393","35","4794","180","7536","588","15723","803","17858",""
"13","NCEA Level 1","Bay of Plenty","2015","0","0.158","0.042","0.306","0.111","0.535","0.847","434","3","840","8","1467","61","2741","72","2864",""
"13","NCEA Level 1","Bay of Plenty","2016","0","0.163","0.046","0.333","0.046","0.503","0.908","442","3","901","3","1361","59","2704","65","2811",""
"13","NCEA Level 1","Bay of Plenty","2017","0","0.181","0.018","0.313","0.055","0.506","0.927","506","1","876","3","1414","51","2796","55","2903",""
"13","NCEA Level 1","Bay of Plenty","2018","0","0.204","0","0.315","0.096","0.481","0.904","559","0","866","5","1320","47","2745","52","2862",""
"13","NCEA Level 1","Bay of Plenty","2019","0","0.201","0.048","0.33","0.119","0.469","0.833","520","2","856","5","1217","35","2593","42","2695",""
"13","NCEA Level 1","Bay of Plenty","2020","0","0.232","0","0.364","0.042","0.404","0.958","576","0","906","2","1006","46","2488","48","2593",""
"13","NCEA Level 1","Bay of Plenty","2021","0","0.196","0","0.314","0.069","0.49","0.931","509","0","816","2","1275","27","2600","29","2716",""
"13","NCEA Level 1","Bay of Plenty","2022","0","0.201","0","0.298","0.074","0.501","0.926","526","0","780","2","1313","25","2619","27","2721",""
"13","NCEA Level 1","Bay of Plenty","2023","0","0.197","0.2","0.301","0.089","0.501","0.711","485","9","740","4","1232","32","2457","45","2585",""
"13","NCEA Level 1","Bay of Plenty","2024","0","0.204","0.032","0.297","0.302","0.499","0.667","545","2","794","19","1333","42","2672","63","2818",""
"13","NCEA Level 1","Canterbury","2015","0","0.19","0.018","0.36","0.119","0.45","0.862","1030","2","1951","13","2441","94","5422","109","5681",""
"13","NCEA Level 1","Canterbury","2016","0","0.197","0.051","0.368","0.197","0.435","0.752","1072","6","2006","23","2373","88","5451","117","5713",""
"13","NCEA Level 1","Canterbury","2017","0","0.202","0","0.359","0.075","0.439","0.925","1150","0","2040","7","2499","86","5689","93","5946",""
"13","NCEA Level 1","Canterbury","2018","0","0.226","0.051","0.364","0.112","0.41","0.837","1261","5","2033","11","2292","82","5586","98","5843",""
"13","NCEA Level 1","Canterbury","2019","0","0.229","0.027","0.366","0.162","0.405","0.811","1296","3","2074","18","2293","90","5663","111","5938",""
"13","NCEA Level 1","Canterbury","2020","0","0.22","0","0.401","0.061","0.379","0.939","1220","0","2220","7","2096","107","5536","114","5835",""
"13","NCEA Level 1","Canterbury","2021","0","0.208","0","0.347","0.049","0.445","0.951","1185","0","1979","4","2542","77","5706","81","6004",""
"13","NCEA Level 1","Canterbury","2022","0","0.238","0","0.32","0.06","0.442","0.94","1325","0","1782","5","2462","78","5569","83","5843",""
"13","NCEA Level 1","Canterbury","2023","0","0.212","0.071","0.334","0.134","0.454","0.795","1120","8","1769","15","2401","89","5290","112","5665",""
"13","NCEA Level 1","Canterbury","2024","0","0.208","0.058","0.318","0.187","0.474","0.754","1189","10","1817","32","2713","129","5719","171","6122",""
"13","NCEA Level 1","Gisborne","2015","0","0.106","0","0.308","0.1","0.586","0.9","49","0","143","1","272","9","464","10","504",""
"13","NCEA Level 1","Gisborne","2016","0","0.114","0","0.242","0","0.644","1","58","0","123","0","328","16","509","16","543",""
"13","NCEA Level 1","Gisborne","2017","0","0.119","0","0.296","0","0.585","1","51","0","127","0","251","7","429","7","457",""
"13","NCEA Level 1","Gisborne","2018","0","0.137","0","0.258","0","0.604","1","61","0","115","0","269","9","445","9","474",""
"13","NCEA Level 1","Gisborne","2019","0","0.124","0.091","0.271","0.182","0.605","0.727","54","1","118","2","263","8","435","11","459",""
"13","NCEA Level 1","Gisborne","2020","0","0.119","0","0.309","0.067","0.572","0.933","50","0","130","1","241","14","421","15","443",""
"13","NCEA Level 1","Gisborne","2021","0","0.087","0","0.301","0.083","0.612","0.917","36","0","125","1","254","11","415","12","443",""
"13","NCEA Level 1","Gisborne","2022","0","0.119","0","0.299","0","0.582","1","46","0","116","0","226","9","388","9","414",""
"13","NCEA Level 1","Gisborne","2023","0","0.084","0","0.273","0","0.643","1","33","0","107","0","252","7","392","7","420",""
"13","NCEA Level 1","Gisborne","2024","0","0.092","0.25","0.282","0.167","0.625","0.583","38","3","116","2","257","7","411","12","450",""
"13","NCEA Level 1","Hawke's Bay","2015","0","0.164","0","0.309","0.032","0.526","0.968","276","0","520","1","885","30","1681","31","1749",""
"13","NCEA Level 1","Hawke's Bay","2016","0","0.173","0","0.318","0.059","0.51","0.941","277","0","510","1","818","16","1605","17","1679",""
"13","NCEA Level 1","Hawke's Bay","2017","0","0.168","0.048","0.314","0.095","0.518","0.857","276","1","515","2","849","18","1640","21","1707",""
"13","NCEA Level 1","Hawke's Bay","2018","0","0.206","0.05","0.31","0","0.483","0.95","352","1","529","0","824","19","1705","20","1761",""
